FacilityID,Company,Process,Capacity_kt,Emissions_kt_CO2,Age,Integration_Level,Primary_Technology,Primary_Priority,Total_CAPEX_Estimate_MUSD,Technology_Count
한화솔루션_여수_TDI_1981,Other Companies,Utility,150.0,34.332414407150004,34,Medium,ELECTRICITY,HIGH,1326.0,3
구다우케미칼_여수_MDI_2018,Other Companies,Utility,30.0,6.866482881430002,9,High,ELECTRICITY,HIGH,156.06,3
금호미쓰이화학_여수_MDI_1992,Other Companies,Utility,610.0,139.61848525574337,27,Low,ELECTRICITY,HIGH,6470.88,3
한국바스프_여수_MDI_1992,Other Companies,Utility,250.0,57.22069067858334,11,Medium,ELECTRICITY,HIGH,1700.0,3
LG화학_대산_페놀_2013,LG Chem,Utility,360.0,82.39779457716001,17,Medium,ELECTRICITY,HIGH,2448.0,3
금호피앤비화학_여수_페놀_1980,Other Companies,Utility,680.0,155.6402786457467,19,Medium,ELECTRICITY,HIGH,4624.0,3
LG화학_여수_페놀_2005,LG Chem,Utility,350.0,80.10896695001668,15,Medium,ELECTRICITY,HIGH,2380.0,3
LG화학_대산_아세톤_2013,LG Chem,Utility,225.0,51.498621610725,33,High,ELECTRICITY,HIGH,1690.65,3
금호피앤비화학_여수_아세톤_1980,Other Companies,Utility,420.0,96.13076034002002,8,Medium,ELECTRICITY,HIGH,2570.4,3
LG화학_여수_아세톤_2005,LG Chem,Utility,210.0,48.06538017001001,17,Medium,ELECTRICITY,HIGH,1428.0,3
삼양이노켐_군산_BPA_2012,Other Companies,Utility,180.0,41.19889728858001,11,High,ELECTRICITY,HIGH,1040.4,3
LG화학_대산_BPA_2013,LG Chem,Utility,165.0,37.76565584786501,31,High,ELECTRICITY,HIGH,1239.81,3
금호피앤비화학_여수_BPA_1991,Other Companies,Utility,450.0,102.99724322145002,23,High,ELECTRICITY,HIGH,2601.0,3
LG화학_여수_BPA_2005,LG Chem,Utility,330.0,75.53131169573001,26,High,ELECTRICITY,HIGH,2479.62,3
Bluecube케미칼_구미_Epoxy Resin_1990,Other Companies,Utility,52.0,11.901903661145337,32,Low,ELECTRICITY,HIGH,551.616,3
국도화학_부산/익산/시흥_Epoxy Resin_1973,Other Companies,Utility,530.0,121.30786423859668,6,Medium,ELECTRICITY,HIGH,3243.6,3
금호피앤비화학_여수_Epoxy Resin_2019,Other Companies,Utility,338.0,77.36237379744468,14,Medium,ELECTRICITY,HIGH,2298.4,3
LG화학_나주_옥탄올_1982,LG Chem,Utility,125.0,28.61034533929167,17,High,ELECTRICITY,HIGH,722.5,3
한화솔루션_여수_옥탄올_1997,Other Companies,Utility,152.0,34.79017993257867,34,Medium,ELECTRICITY,HIGH,1343.68,3
LG화학_나주_부탄올_1982,LG Chem,Utility,55.0,12.588551949288336,29,Medium,ELECTRICITY,HIGH,486.2,3
한화솔루션_여수_부탄올_1997,Other Companies,Utility,12.0,2.7465931525720007,25,High,ELECTRICITY,HIGH,69.36,3
금호석유화학_여수_PPG_1997,Other Companies,Utility,152.0,34.79017993257867,10,Medium,ELECTRICITY,HIGH,1033.6,3
피유코어_울산_PPG_1988,Other Companies,Utility,220.0,50.35420779715334,32,Medium,ELECTRICITY,HIGH,1944.8,3
KPX케미칼_울산_PPG_1990,Other Companies,Utility,298.0,68.20706328887135,32,Medium,ELECTRICITY,HIGH,2634.32,3
한국바스프_울산_PPG_1975,Other Companies,Utility,119.0,27.23704876300567,16,Medium,ELECTRICITY,HIGH,809.2,3
롯데엠시시_대산_MMA_1995,Other Companies,Utility,90.0,20.599448644290003,16,High,ELECTRICITY,HIGH,520.2,3
롯데엠시시_여수_MMA_2009,Other Companies,Utility,97.0,22.20162798329034,24,Medium,ELECTRICITY,HIGH,659.6,3
롯데케미칼_여수_MMA_2013,Other Companies,Utility,50.0,11.444138135716669,34,Medium,ELECTRICITY,HIGH,442.0,3
LXMMA_여수_MMA_2001,Other Companies,Utility,260.0,59.50951830572668,34,Medium,ELECTRICITY,HIGH,2298.4,3
롯데엠시시_여수_PMMA_2008,Other Companies,Utility,110.0,25.17710389857667,15,Low,ELECTRICITY,HIGH,897.6,3
LXMMA_여수_PMMA_1991,Other Companies,Utility,120.0,27.46593152572001,30,Medium,ELECTRICITY,HIGH,1060.8,3
아케마_진해_PMMA_1999,Other Companies,Utility,100.0,22.888276271433337,27,High,ELECTRICITY,HIGH,751.4,3
OCI_광양_카본블랙(CB)_1992,OCI Company,Utility,150.0,34.332414407150004,32,High,ELECTRICITY,HIGH,1127.1,3
HD현대OCI_대산_카본블랙(CB)_2018,HD Hyundai Chemical,Utility,136.0,31.128055729149345,29,Medium,ELECTRICITY,HIGH,1202.24,3
비틀라카본코리아_여수_카본블랙(CB)_1996,Other Companies,Utility,193.0,44.174373203866345,11,High,ELECTRICITY,HIGH,1115.54,3
오리온엔지니어드카본즈_여수_카본블랙(CB)_1979,Other Companies,Utility,170.0,38.91006966143667,34,Medium,ELECTRICITY,HIGH,1502.8,3
OCI_포항_카본블랙(CB)_1981,OCI Company,Utility,40.0,9.155310508573336,5,Low,ELECTRICITY,HIGH,293.76,3
코오롱인더스트리_대산_석유수지_2014,Other Companies,Utility,87.0,19.91280035614701,5,Medium,ELECTRICITY,HIGH,532.44,3
코오롱인더스트리_여수_석유수지_2004,Other Companies,Utility,50.0,11.444138135716669,29,Medium,ELECTRICITY,HIGH,442.0,3
한화솔루션_여수_석유수지_2019,Other Companies,Utility,86.0,19.683917593432668,31,Medium,ELECTRICITY,HIGH,760.24,3
